cycle_number,capacity_ah,resistance_ohm,temperature_c
1,1.89105,0.03817,32.62
2,1.88064,0.04235,32.74
3,1.88066,0.03971,32.69
4,1.88077,0.04172,32.55
5,1.87945,0.0384,32.47
6,1.8807,0.04173,32.49
7,1.87994,0.03711,32.56
8,1.88151,0.03993,32.45
9,1.86969,0.03783,32.37
10,1.87005,0.04087,32.31
11,1.87004,0.03752,32.18
12,1.85965,0.0417,32.38
13,1.85907,0.0374,32.29
14,1.85901,0.03999,32.15
15,1.85936,0.03592,32.01
16,1.85874,0.04147,31.88
17,1.84782,0.03739,31.85
18,1.84853,0.04091,31.86
19,1.84838,0.03789,31.87
20,1.88078,0.0401,32.35
21,1.88147,0.03716,32.6
22,1.8811,0.04119,32.2
23,1.87101,0.04106,31.81
24,1.8702,0.04176,31.74
25,1.87067,0.04119,31.52
26,1.85961,0.04233,31.44
27,1.86003,0.03997,31.32
28,1.85917,0.03967,31.29
29,1.84814,0.03979,31.33
30,1.8492,0.04047,31.32
31,1.88347,0.04094,31.61
32,1.86282,0.04083,31.78
33,1.85209,0.04107,31.52
34,1.84695,0.04079,31.14
35,1.83683,0.04166,31.07
36,1.83716,0.03982,31.62
37,1.83167,0.04033,31.33
38,1.82115,0.03879,31.13
39,1.81651,0.0398,30.97
40,1.81138,0.04136,31.2
41,1.81161,0.04068,31.72
42,1.80605,0.04199,31.9
43,1.8132,0.04069,31.54
44,1.80626,0.04106,31.25
45,1.79583,0.04036,30.94
46,1.78589,0.03971,30.88
47,1.78033,0.04725,30.92
48,1.81508,0.04659,33.88
49,1.8157,0.04617,33.04
50,1.80024,0.04506,32.27
51,1.79045,0.04588,31.94
52,1.78034,0.04581,31.69
53,1.77533,0.04922,31.78
54,1.77026,0.04889,32.13
55,1.76008,0.0484,31.89
56,1.74965,0.04806,31.82
57,1.74965,0.0488,31.72
58,1.74503,0.04751,31.96
59,1.73965,0.04777,32.3
60,1.72856,0.04818,32.13
61,1.7239,0.04807,32.02
62,1.71398,0.04853,31.86
63,1.71397,0.04813,32.16
64,1.70365,0.04975,32.1
65,1.70401,0.04905,32.34
66,1.69357,0.04989,32.21
67,1.68766,0.04771,32.1
68,1.68307,0.04762,32.11
69,1.67793,0.04799,32.2
70,1.67321,0.04648,32.23
71,1.66744,0.04744,32.21
72,1.66227,0.04797,32.22
73,1.65742,0.04899,32.23
74,1.65254,0.04823,32.23
75,1.64722,0.04821,32.18
76,1.63641,0.04909,32.17
77,1.63626,0.04791,32.03
78,1.64112,0.04882,32.51
79,1.63157,0.04761,31.96
80,1.62121,0.04889,31.8
81,1.61643,0.04835,31.96
82,1.61582,0.04742,32.42
83,1.61672,0.05011,32.64
84,1.61087,0.04846,32.56
85,1.60066,0.04875,32.28
86,1.59592,0.04891,32.06
87,1.59622,0.04835,32.37
88,1.59581,0.05049,32.69
89,1.59065,0.04791,32.75
90,1.68882,0.04965,32.51
91,1.62599,0.04816,32.92
92,1.61574,0.0498,32.95
93,1.60566,0.04872,32.77
94,1.59497,0.0496,32.6
95,1.59041,0.04831,32.52
96,1.58535,0.04933,32.58
97,1.57997,0.04802,32.63
98,1.57522,0.04825,32.65
99,1.5698,0.04888,32.65
100,1.57026,0.05002,32.7
101,1.56525,0.04912,32.72
102,1.55963,0.04746,32.7
103,1.56498,0.04894,32.74
104,1.57498,0.04889,33.39
105,1.56528,0.04911,33.27
106,1.55976,0.04904,33.12
107,1.5499,0.0503,32.91
108,1.54388,0.04862,32.95
109,1.54502,0.04859,33.23
110,1.54459,0.04831,33.36
111,1.53431,0.04877,33.12
112,1.52876,0.04808,32.99
113,1.52893,0.04812,33.23
114,1.52909,0.0489,33.51
115,1.52391,0.04829,33.38
116,1.51867,0.05061,33.18
117,1.51365,0.05189,33.02
118,1.51361,0.05513,33.27
119,1.51395,0.05315,33.62
120,1.53396,0.05212,33.3
121,1.53914,0.05189,33.39
122,1.52362,0.05078,33.14
123,1.51358,0.05128,32.84
124,1.50779,0.05127,32.76
125,1.5032,0.05162,32.77
126,1.49782,0.05136,32.72
127,1.49285,0.05219,32.71
128,1.49241,0.05195,32.62
129,1.48748,0.05132,32.58
130,1.48254,0.05129,32.58
131,1.48279,0.05284,32.62
132,1.47697,0.05503,32.59
133,1.4819,0.05527,32.86
134,1.49814,0.05378,33.08
135,1.48208,0.05324,32.93
136,1.47712,0.05479,32.76
137,1.47208,0.05273,32.53
138,1.47225,0.05428,32.85
139,1.46701,0.0541,33.07
140,1.46177,0.05336,32.85
141,1.4567,0.05338,32.57
142,1.45135,0.05519,32.45
143,1.45162,0.05524,32.74
144,1.44682,0.05399,32.78
145,1.44676,0.05444,32.58
146,1.44138,0.05511,32.35
147,1.43625,0.05405,32.29
148,1.43682,0.05479,32.6
149,1.43629,0.05335,32.61
150,1.44186,0.05373,32.27
151,1.46721,0.05355,32.64
152,1.45186,0.05343,32.67
153,1.44714,0.0543,32.5
154,1.44179,0.05466,32.45
155,1.43163,0.05414,32.39
156,1.43181,0.05388,32.42
157,1.42626,0.05498,32.4
158,1.42609,0.05428,32.36
159,1.42126,0.05377,32.38
160,1.41633,0.05452,32.43
161,1.41658,0.05318,32.49
162,1.41084,0.05441,32.52
163,1.41099,0.0541,32.48
164,1.40617,0.05451,32.46
165,1.40634,0.05616,32.56
166,1.40046,0.05235,32.58
167,1.42179,0.05562,32.82
168,1.43246,0.06052,32.93
