cycle_number,capacity_ah,resistance_ohm,temperature_c
1,0.7368276049509934,0.14968939516139435,28.697477169142605
2,0.7391114815719505,0.1469132844839452,33.81936324366233
3,0.7350109164046101,0.149890152030132,27.367140068771096
4,0.74,0.14890189364577247,29.257743207066948
5,0.7371331882171911,0.14923626501320986,28.00644986754114
6,0.7391148595356387,0.15599814476042714,30.62406843198786
7,0.74,0.1533390945570185,24.835990131787668
8,0.7395402185911361,0.15022035564622363,35.14887588743278
9,0.7374282297903185,0.14921286137100442,29.641733780833846
10,0.74,0.15256668796715,30.09736170976396
11,0.7386680785253289,0.1537565648608461,30.53943461186567
12,0.7377877210115712,0.14908023411369126,28.322059534991364
13,0.7369949139343075,0.1492386807347145,37.25018073246305
14,0.7357956510999654,0.15103382508067928,30.922600224904194
15,0.74,0.14836581439540186,28.024235186962695
16,0.7366724134033306,0.15436792348966796,29.056790075180004
17,0.73812235259692,0.15392648355372693,36.23051515378438
18,0.735015017632286,0.1510370657105163,32.09616113481725
19,0.7374496198997632,0.15271182638912148,34.58769410938615
20,0.74,0.15478023844302316,29.904480717719938
21,0.7351334715649737,0.15357255291292057,26.11594631939488
22,0.7379212748465969,0.15038701600806875,28.830396257645052
23,0.73603581019371,0.15388945016065242,30.221634363022684
24,0.7395230815895544,0.15113578630731225,29.20420950109326
25,0.74,0.15280715956305438,24.051001324132287
26,0.74,0.15119438302426705,33.40373837183706
27,0.734097697923949,0.15163574247292128,29.802461183616597
28,0.7383530827857534,0.15243467999500016,34.061826388640384
29,0.7330784190150967,0.15255993941176946,25.599150749750407
30,0.7340296231440461,0.15004259831598377,30.553797303644142
31,0.7372145545024218,0.15196661242861326,26.231085737348952
32,0.7372368310271461,0.15358811262518562,28.84180006096712
33,0.7361496778318871,0.15243600824013914,28.413313916982947
34,0.7365446215766868,0.15115883193962432,32.46832287428518
35,0.737194072689853,0.15232137463106327,31.179703682486547
36,0.7337764176382859,0.15598127279108412,27.28528981390162
37,0.7372038769795886,0.1521301886326549,31.940735903428404
38,0.7340833188826641,0.15200669062426764,28.564862581045098
39,0.7362193679042669,0.15094905769779465,29.84980657215912
40,0.7378399173176886,0.15045675696198368,25.975146642382125
41,0.7371234833936487,0.15193594609224564,30.12572887584511
42,0.7350131194271039,0.15257860420808464,27.726046880223986
43,0.734115561814797,0.15476674728132786,29.040487329517788
44,0.7362503981439584,0.15735837877640468,32.93613599509155
45,0.737257469093359,0.14872638888902565,30.449561812633352
46,0.7342466111115682,0.15671734295943143,28.457343489246288
47,0.7356534891770335,0.15762741141296904,35.03645475496809
48,0.7327809474372102,0.1551915994360995,28.934319389620924
49,0.7358349818589237,0.1551197270327392,28.691379819760833
50,0.7365318326523114,0.15447180186678536,30.622488280530103
51,0.7324511782124231,0.1545013126194583,34.46805910635159
52,0.7367044196488035,0.15530900497128397,27.81504659749079
53,0.7313673396844094,0.15381390162181993,32.65860454783575
54,0.7324872000524367,0.1574023192934527,31.79128254320597
55,0.7293507073922657,0.15625411084923882,31.432882595601296
56,0.7328948012964506,0.15354436832165413,31.830484357348478
57,0.7329301142232268,0.155761921147423,30.779671394988657
58,0.735681427485573,0.158366185324007,27.354517810135327
59,0.7343946541242675,0.15609912895919661,26.3237290212844
60,0.7314095284608365,0.1527815541914634,23.695059555003418
61,0.7331151857713083,0.153531140017308,26.208182880202767
62,0.731567736652693,0.15255183488189458,31.049606138198165
63,0.7308676948340985,0.16106628575065612,24.207721814693283
64,0.733955277643685,0.15948245267523872,32.21305255390597
65,0.7299698265492771,0.15419991873530484,34.59939950492009
66,0.7331418351059346,0.1537440640951511,33.020497964125184
67,0.730736009264318,0.15538599653324067,27.857286783438063
68,0.7343209186346781,0.157691881949569,32.30631579558628
69,0.7303813922380743,0.15402792071532065,33.4457760747605
70,0.7306638437100552,0.15571360692415542,28.462483828592205
71,0.7311649861559532,0.15187332822306113,26.422201018254754
72,0.7320326251939923,0.1571433475703209,31.324704345701427
73,0.7332317440378635,0.156070535551035,32.79011988896019
74,0.7314821039165829,0.1589399535181088,33.63615924200997
75,0.734052710816752,0.15472157268264736,26.504128498229537
76,0.7319802860939623,0.15859353644499422,30.62594302279181
77,0.7312810881968306,0.16271875002878458,28.8814660308488
78,0.732628155013196,0.15542426717977617,28.253784597446202
79,0.732506750039441,0.15647801650182433,32.9756695264457
80,0.7329333895968746,0.15696394627088292,30.063261302201223
81,0.7310532197932148,0.15681562930935816,28.498821628677916
82,0.7321990110636589,0.15734116547734653,29.473098218758267
83,0.7307050558683095,0.15741558171217188,30.994662579287997
84,0.7288386745549043,0.15720155640773348,31.324575694208995
85,0.7307028108403779,0.15635655281626346,25.36851854858695
86,0.7290888226441055,0.15414744152897925,31.899370863800904
87,0.7296732362587158,0.1593108402825031,29.1510678292297
88,0.7306870289812283,0.15888321091601362,32.32631242664244
89,0.7283445313133251,0.15681940402579772,32.3437775206161
90,0.726336804014741,0.1566737499337604,28.804206501491254
91,0.7303787194191099,0.15687527992712788,28.971522589291478
92,0.7324043612914397,0.15943857897087174,27.166929820816065
93,0.7263227156606153,0.1616593695358651,30.92270392186887
94,0.7272831758807364,0.15841016599497132,29.358023614493383
95,0.7336097061770748,0.16173553648613592,28.751799683066682
96,0.7277713688111939,0.1591359306038248,29.89834915219977
97,0.7218108328767519,0.15922499391445666,27.142282225852107
98,0.7315573874603878,0.16361183926456926,29.12833798149152
99,0.7292044276808496,0.16031249790801536,30.270096163031113
100,0.7302501484796453,0.16456607069499554,32.25524874616787
101,0.7289780831470459,0.1619579368113377,30.987018773758628
102,0.7265480798793164,0.15504707552664232,28.306382855478315
103,0.7291071310856181,0.15802173881331877,36.67763307349488
104,0.7241363734203664,0.1614250437095936,29.216617307251248
105,0.7282219468032739,0.16001801737852697,33.14986910827181
106,0.7270655478279381,0.160223843641077,31.118637842776486
107,0.7284428781319937,0.15967156040528302,32.008899004947864
108,0.7250876092016706,0.15832357007160786,35.12160752060507
109,0.7269839671456985,0.1599719566984419,32.61568183471677
110,0.7271795670995196,0.15807371574928666,30.180830230171342
111,0.7263069291208812,0.15885773725474595,33.043434711727194
112,0.7253359759926518,0.159785392076136,31.284172592622873
113,0.7276763191103768,0.15990864727774007,30.137641402288164
114,0.7216021906454498,0.16199861291407716,28.348744354318683
115,0.7247507243018814,0.160426443530242,29.12513071013668
116,0.7233759939183061,0.1583789114768342,35.1012127342276
117,0.7234833802726247,0.15837874441116587,32.15687813366435
118,0.7310318271408316,0.1605585201952873,33.243995766041635
119,0.7240008541049098,0.16373495793455467,33.64744585794666
120,0.7267014777612142,0.1602509566544969,32.601257487204336
121,0.7237608831173724,0.15600704794919232,29.66353621081809
122,0.7251957393572726,0.16081680014357544,27.544546625919843
123,0.7268259486149276,0.16338987974954813,27.820526903871222
124,0.7241978021840088,0.16297099098218842,33.44573284136753
125,0.7246261798482823,0.15973535711600254,29.01858580714375
126,0.7258029350382499,0.16002023802437354,32.52944119155232
127,0.7239660951963786,0.15811247172542164,30.42830969558807
128,0.7217949089099817,0.16291398961873574,28.228431246648448
129,0.7226367519099925,0.16425223390308102,25.60703745553746
