cycle_number,capacity_ah,soh_pct,resistance_ohm,temperature_c
1,1.0799223,100.0,0.0,0.0
2,1.0813154,100.12900002157564,0.01686798,31.82541973754445
3,1.082234,100.21406169684614,0.016831938,31.875471250889714
4,1.0827312,100.26010204623054,0.01671898,31.937384918943547
5,1.0830303,100.28779848327976,0.016715366,31.96477769954336
6,1.0833386,100.31634683347126,0.016664039,31.969830121402822
7,1.083684,100.34833061600821,0.016674763,31.91319428493648
8,1.0837147,100.35117341312427,0.016659655,31.879958490178563
9,1.0837817,100.3573775631821,0.016700698,31.88018607636364
10,1.0839587,100.37376763124533,0.01668706,31.854205515178638
11,1.0880535,100.75294305895896,0.016707838,31.775693675770917
12,1.0858102,100.54521515112708,0.0,31.796817870285192
13,1.0857648,100.54101114496848,0.016659031,31.745968632876682
14,1.0855526,100.52136158314353,0.016665382,31.699263770073024
15,1.0855418,100.5203615111939,0.016766557,31.361376509009038
16,1.085543,100.52047263029942,0.016692786,31.369761572470388
17,1.0856423,100.52966773628064,0.016686745,31.32124565864525
18,1.0855848,100.52434327914146,0.016717322,31.393496388839697
19,1.0855571,100.52177827978919,0.016735747,31.411013303220056
20,1.0855353,100.51975961603905,0.016728617,31.49621477807726
21,1.0855669,100.52268575248422,0.016692486,31.41562567324951
22,1.0855838,100.52425067988689,0.016717544,31.492255654794533
23,1.0857264,100.53745533359206,0.016753472,31.49931392960287
24,1.0858061,100.54483549418325,0.016777955,31.555681129917595
25,1.0858525,100.54913209959643,0.01674987,31.528329525939203
26,1.0858128,100.54545590918902,0.01678589,31.500279916591914
27,1.0857804,100.54245569334014,0.016786054,31.47489418352728
28,1.0857626,100.54080742660838,0.016764257,31.415500745240244
29,1.0857949,100.54379838253178,0.016772408,31.31863564172537
30,1.0858704,100.55078962625366,0.01674689,31.268348831618315
31,1.0857939,100.5437057832772,0.016730327,31.343885543439708
32,1.0858334,100.54736345383368,0.016742824,31.268309674127153
33,1.0858121,100.54539108971082,0.016755169,31.323428123974494
34,1.085746,100.5392702789821,0.016751269,31.353083531953146
35,1.0857704,100.5415297007942,0.016767899,31.38197885018046
36,1.0857365,100.53839058606346,0.016748235,31.344362145454532
37,1.0857095,100.53589040618942,0.016769841,31.295592494074825
38,1.0857694,100.54143710153963,0.016786508,31.383464382433647
39,1.0857872,100.54308536827139,0.016793406,31.361261859265795
40,1.0858465,100.54857650406885,0.016804114,31.31632478832114
41,1.0858839,100.55203971619069,0.016807426,31.28729218733279
42,1.0858977,100.55331758590411,0.016737733,31.381367102155597
43,1.0859399,100.55722527444799,0.016766176,31.39024139733337
44,1.0860239,100.56500361183393,0.016782798,31.403895656907565
45,1.0859478,100.55795680855928,0.016758936,31.452152815454564
46,1.085932,100.55649374033668,0.016712081,31.404433787195668
47,1.0860084,100.56356832338771,0.016714761,31.390035478961522
48,1.0858871,100.5523360338054,0.016748793,31.47643169306053
49,1.0858485,100.54876170257805,0.01671689,31.473826025595713
50,1.085833,100.54732641413185,0.016749149,31.52229828233145
51,1.0857935,100.54366874357537,0.016702116,31.5755874839858
52,1.0857363,100.53837206621255,0.016750425,31.53842180235729
53,1.0857573,100.54031665055902,0.016757499,31.562031009191127
54,1.0857081,100.53576076723296,0.016790651,31.55179086619724
55,1.0857319,100.53796462949234,0.016821882,31.45831102425879
56,1.0858471,100.54863206362161,0.016840052,31.303008800177608
57,1.0858817,100.5518359978306,0.016826257,31.315082184043543
58,1.0858759,100.55129892215393,0.016826225,31.324129710972322
59,1.0859101,100.55446581666108,0.016817601,31.27892414895553
60,1.0858313,100.54716899539902,0.016813712,31.276877847864764
61,1.0857759,100.54203899669449,0.016742194,31.333255483146033
62,1.0857108,100.53601078522038,0.016729033,31.30537651950357
63,1.085923,100.55566034704533,0.01681882,31.39338670072321
64,1.086134,100.57519878976477,0.016733313,31.761477880514683
65,1.0862314,100.58421795716228,0.016661318,32.02936835872457
66,1.0862148,100.58268080953603,0.016626379,32.12018401831506
67,1.0856748,100.53267721205499,0.016613184,32.04139048291361
68,1.08556,100.52204681762753,0.016746016,31.41353862128039
69,1.0855246,100.5187688040149,0.01680997,31.427736635315053
70,1.0855196,100.51830580774191,0.016816661,31.413302418330275
71,1.0856328,100.528788043362,0.016833546,31.417063874999986
72,1.0856695,100.53218643600563,0.0168465,31.45130518014708
73,1.0857404,100.53875172315638,0.016847532,31.412081088021793
74,1.0856586,100.53117710413053,0.016828228,31.448593061333295
75,1.0856991,100.53492737394163,0.016793538,31.449441044384074
76,1.0856384,100.52930659918773,0.016774988,31.46600909814328
77,1.0855706,100.52302836972625,0.016784584,31.448727875454644
78,1.0855303,100.51929661976608,0.016766964,31.409141760600658
79,1.0854447,100.51137012357279,0.016780926,31.42404451473296
80,1.0853778,100.5051752334404,0.016721182,31.40452018699906
81,1.0853372,100.50141570370386,0.016778432,31.412210920955925
82,1.085281,100.49621162559565,0.016814215,31.406702352569752
83,1.0851364,100.48282177338127,0.016815443,31.38474137628382
84,1.0851827,100.48710911886903,0.016814092,31.383364282220114
85,1.0851971,100.48844254813518,0.01682972,31.366957499067116
86,1.0852234,100.49087790853102,0.016852869,31.32626832490968
87,1.0852056,100.48922964179926,0.016873442,31.362131529676283
88,1.0852865,100.49672092149594,0.016878299,31.34775227370305
89,1.085299,100.49787841217837,0.01686527,31.354611010771972
90,1.0852487,100.49322066967225,0.016847201,31.32989877027032
91,1.0853715,100.50459185813645,0.016868249,31.28186110516766
92,1.0852418,100.49258173481554,0.016844636,31.297706319928544
93,1.0852273,100.49123904562391,0.016790792,31.341794441881056
94,1.0852255,100.49107236696567,0.016793625,31.391697206167436
95,1.08509,100.47852516796812,0.016800251,31.375227078026928
96,1.0851239,100.48166428269884,0.016766844,31.392553931676996
97,1.0850123,100.47133020588612,0.016818888,31.40611971872228
98,1.0849537,100.46590388956686,0.016818106,31.389966866120275
99,1.0849404,100.46467231948077,0.016842395,31.327377147190052
100,1.0849447,100.46507049627553,0.016854173,31.351964065004488
101,1.0849578,100.46628354651071,0.016858544,31.362156108378926
102,1.0849718,100.46757993607503,0.016860688,31.36907594076042
103,1.084981,100.4684318492173,0.01685039,31.398417562500033
104,1.0851059,100.47999749611616,0.016825685,31.415859619642905
105,1.0849565,100.46616316747973,0.016847778,31.447484001813162
106,1.0849079,100.46166284370643,0.016790692,31.47287221631532
107,1.0848944,100.46041275376942,0.016823623,31.431200160471487
108,1.0848737,100.45849594919932,0.016820341,31.39872248614834
109,1.0847815,100.44995829792569,0.016833048,31.420571355416314
110,1.0847218,100.44443012242641,0.016796455,31.391216607305893
111,1.084612,100.43426272427192,0.016859697,31.42638841843971
112,1.0845947,100.43266075716744,0.016837142,31.35760225585586
113,1.0845439,100.42795671503401,0.016859306,31.388496976042603
114,1.0844989,100.42378974857729,0.016873751,31.34370733363067
115,1.0845442,100.42798449481043,0.016878199,31.362990584391987
116,1.0845171,100.42547505501089,0.016887536,31.36311659836064
117,1.0844411,100.41843751166172,0.016899601,31.437857867145468
118,1.0844105,100.41560397447111,0.016925039,31.340210862410025
119,1.0845937,100.43256815791285,0.016927002,31.129085315884474
120,1.0846987,100.44229107964526,0.016924854,31.309193821080623
121,1.0846695,100.4395871814111,0.016886855,31.331887240774932
122,1.084641,100.43694810265515,0.016879717,31.308203385370263
123,1.0845835,100.43162364551597,0.016865484,31.336456905693936
124,1.0844946,100.42339157178253,0.016856521,31.355694432553992
125,1.0844939,100.42332675230432,0.016858879,31.325989082659532
126,1.0845144,100.4252250370235,0.016856885,31.299806265556498
127,1.0844651,100.420659893772,0.016843043,31.29900200533817
128,1.0844644,100.42059507429377,0.016815208,31.33659920538112
129,1.0844282,100.41724298127745,0.016840944,31.4286334349776
130,1.0844687,100.42099325108853,0.016810287,31.479114481583775
131,1.0844334,100.41772449740134,0.016805168,31.520078997319064
132,1.0843452,100.40955724314611,0.016834522,31.606098142857192
133,1.0841988,100.39600071227346,0.016843442,31.57933151638611
134,1.0842357,100.399417624768,0.016877741,31.400133701505837
135,1.0841705,100.39338015336843,0.01689481,31.33386362257504
136,1.084155,100.39194486492222,0.016884403,31.326266203753377
137,1.0841643,100.39280603798997,0.016881626,31.29966198822467
138,1.0842218,100.39813049512914,0.016883507,31.28333409802162
139,1.0841625,100.39263935933167,0.016896034,31.330008082289815
140,1.0841635,100.3927319585863,0.016894802,31.335613712862305
141,1.0841109,100.38786123779462,0.01690254,31.322269167269425
142,1.0840343,100.38076813489265,0.016927291,31.312995126637546
143,1.0839545,100.37337871437602,0.016922371,31.28273283626279
144,1.0838717,100.36571149609559,0.016940275,31.266422982648425
145,1.0839056,100.36885061082637,0.016952353,31.182207121350334
146,1.0839182,100.37001736143425,0.01694205,31.135147985828173
147,1.0839571,100.37361947243797,0.016943624,31.19404872202169
148,1.0839593,100.37382319079808,0.016912332,31.278317221922784
149,1.0839598,100.37386949042538,0.016900077,31.349227640933496
150,1.0837967,100.358766552001,0.016888855,31.362567103571433
151,1.0836318,100.34349693491838,0.016900733,31.31627941213208
152,1.0836512,100.3452933604575,0.016929913,31.229778977839345
153,1.083616,100.34203386669577,0.016939161,31.167913162005732
154,1.0836091,100.34139493183909,0.01692822,31.139470870535764
155,1.0835862,100.33927440890886,0.016948462,31.141629529619888
156,1.0835845,100.33911699017605,0.016946035,31.127698901433693
157,1.0835835,100.33902439092147,0.016945714,31.142124928636807
158,1.0836748,100.34747870286593,0.016949374,31.06068287704918
159,1.0836439,100.34461738589897,0.016892003,31.184759208108094
160,1.0836015,100.34069117750417,0.016860273,31.2800537509226
161,1.0836121,100.34167272960286,0.016898889,31.282362331227425
162,1.0835544,100.33632975261276,0.016902648,31.33219736591924
163,1.0834684,100.32836621671764,0.016899442,31.40402774686932
164,1.0834323,100.32502338362677,0.01690547,31.351112587188638
165,1.0833755,100.3197637459658,0.016915411,31.366199983856454
166,1.0832872,100.3115872317851,0.016926218,31.314937699640264
167,1.0832012,100.30362369588997,0.016941812,31.2242074191509
168,1.0832188,100.30525344277083,0.016949337,31.253934250902525
169,1.0832297,100.30626277464592,0.016950224,31.215941613718478
170,1.0832256,100.30588311770208,0.016950512,31.30204483985444
171,1.0834041,100.32241208464721,0.016922617,31.41011051520572
172,1.0834444,100.32614383460736,0.016858736,31.569599988288193
173,1.0833941,100.32148609210125,0.016837331,31.62729168472477
174,1.0832394,100.3071609874155,0.016855748,31.539089056057843
175,1.0831283,100.29687321023005,0.016900115,31.334700272486796
176,1.083111,100.29527124312554,0.016959457,31.249953669084324
177,1.0830775,100.29216916809662,0.016915683,31.292968998220577
178,1.0831956,100.30310514006425,0.016956979,31.31149631395344
179,1.0833586,100.31819881856315,0.016887186,31.530925889799622
180,1.0833983,100.32187500897057,0.016834425,31.673273422161145
181,1.0833951,100.32157869135585,0.016793085,31.76738224162903
182,1.0833685,100.31911555118363,0.016787471,31.792893704607028
183,1.0832517,100.30829995824699,0.016799552,31.72934127304651
184,1.0831751,100.30120685534507,0.016824715,31.624452500453238
185,1.082966,100.28184435120934,0.016848752,31.405175208522248
186,1.0830148,100.28636319483356,0.016933566,31.240431250221828
187,1.0830317,100.28792812223621,0.01692236,31.24908306363634
188,1.0829775,100.28290924263716,0.016896864,31.28642027039411
189,1.0829014,100.27586243936253,0.016898859,31.294782561990928
190,1.0828805,100.2739271149415,0.016922055,31.32747879444447
191,1.0828025,100.26670437308314,0.0168944,31.300525646252286
192,1.0827243,100.25946311137383,0.016924202,31.276918369584426
193,1.0826709,100.25451831117851,0.016933111,31.25990671985507
194,1.082625,100.25026800539261,0.016947269,31.28275782709449
195,1.0826198,100.24978648926873,0.016953897,31.25650963449511
196,1.0826597,100.25348119952704,0.016963702,31.2750998114234
197,1.0827546,100.26226886878804,0.016948286,31.408609265890792
198,1.082886,100.27443641084177,0.016899684,31.539695102222225
199,1.082866,100.27258442574988,0.01683748,31.70427381431161
200,1.0827211,100.25916679375915,0.016826916,31.693668189045972
201,1.0825498,100.2433045414471,0.016870158,31.57017175880763
202,1.0824825,100.2370726116129,0.016925821,31.340597230352284
203,1.0823528,100.22506248829197,0.016972881,31.267679970614434
204,1.0825661,100.24481390929698,0.016984208,31.318941376576504
205,1.0827576,100.26254666655186,0.016894534,31.534363317689472
206,1.0828853,100.27437159136356,0.016810363,31.819600228260907
207,1.0829602,100.28130727553271,0.016744889,32.025884838274884
208,1.0829967,100.28468714832539,0.016719351,32.16392941720627
209,1.0829171,100.27731624765967,0.016704319,32.15997698552039
210,1.0828224,100.26854709824957,0.016715286,32.08725078616358
211,1.0825667,100.24486946884976,0.016737159,31.963895178796026
212,1.0822521,100.21573774335432,0.016795941,31.624601622522498
213,1.0822057,100.21144113794114,0.016925277,31.303139821330916
214,1.0821924,100.21020956785503,0.016974408,31.30766489311593
215,1.0821195,100.20345908219508,0.016989401,31.26565019820624
216,1.0820826,100.20004216970054,0.016990412,31.2685185487693
217,1.082072,100.19906061760184,0.016989291,31.238407216834425
218,1.0820191,100.19416211703378,0.01699793,31.247970956761783
219,1.0819827,100.19079150416654,0.016999189,31.260921056569316
220,1.0819182,100.18481885224521,0.016998403,31.255298957350305
221,1.0819069,100.18377248066828,0.017000472,31.21154829802512
222,1.0819478,100.18755979018121,0.016976537,31.32658652476107
223,1.0819904,100.19150451842694,0.016953774,31.443129080213904
224,1.0821501,100.20629261938568,0.016914235,31.627526271985495
225,1.0822335,100.21401539721886,0.016865967,31.759579762489004
226,1.0820882,100.20056072552627,0.016817233,31.85781895434195
227,1.0819136,100.18439289567407,0.016857613,31.640654250452048
228,1.081772,100.17128084122349,0.016923117,31.410255630686823
229,1.0817499,100.16923439769694,0.016978279,31.289386625451314
230,1.0817292,100.16731759312685,0.016976438,31.29418523883317
231,1.0818614,100.17955921458423,0.016987726,31.347581853440563
232,1.081985,100.1910044824521,0.016921336,31.532395579235033
233,1.0820019,100.19256940985477,0.016862223,31.69871459209341
234,1.0819705,100.1896617932605,0.016832152,31.779510144556262
235,1.0819284,100.18576336464207,0.016818048,31.81559809884239
236,1.0818729,100.18062410601208,0.016831014,31.822990619909593
237,1.0817831,100.17230869294949,0.016833495,31.715404100524406
238,1.0815554,100.15122384267832,0.016861923,31.51025453867149
239,1.081557,100.15137200148567,0.016951317,31.265968491935503
240,1.0815039,100.1464549810667,0.016972292,31.31638767641676
241,1.0814655,100.14289916969025,0.016961556,31.33051996854757
242,1.0814321,100.13980635458681,0.016960399,31.316085409252622
243,1.0813533,100.13250953332475,0.016944636,31.326068999080842
244,1.0812635,100.12419412026216,0.016979838,31.274254406082328
245,1.0811942,100.11777699191877,0.016988968,31.23295967352413
246,1.0811816,100.1166102413109,0.01699244,31.203528465579687
247,1.0811607,100.11467491688985,0.017000513,31.23447031065345
248,1.0811775,100.11623058436703,0.016987106,31.29124950090093
249,1.0812087,100.11911968111038,0.016971005,31.364913309608447
250,1.0812902,100.12666652035985,0.016959507,31.501098147465463
251,1.081394,100.13627832298675,0.016929787,31.612830228412246
252,1.0813817,100.13513935215524,0.01686612,31.766520811387846
253,1.081237,100.12174024001541,0.016860608,31.69227289234882
254,1.0810921,100.10832260802466,0.016928621,31.495078389444956
255,1.0810554,100.10492421538106,0.016997015,31.284939588607568
256,1.0809911,100.09897008331063,0.01698848,31.2747728258528
257,1.0810324,100.10279443252539,0.017006924,31.303576923971356
258,1.0811806,100.11651764205627,0.01697032,31.45186020109188
259,1.0812634,100.12418486033671,0.016908664,31.64181367079641
260,1.081328,100.13016677218351,0.016859394,31.79788485396269
261,1.0812821,100.12591646639761,0.016822126,31.876098412966307
262,1.0812389,100.12191617859914,0.016822267,31.867971840929467
263,1.0811999,100.11830480766997,0.016833615,31.867997524866738
264,1.0810305,100.10261849394165,0.016837472,31.774690672582047
265,1.0808043,100.08167254255238,0.016875666,31.502032556663636
266,1.0808034,100.08158920322323,0.016995357,31.294881661620636
267,1.0807306,100.07484797748876,0.016974935,31.368946501785732
268,1.0806446,100.06688444159361,0.016977422,31.382855564588965
269,1.0806009,100.06283785416785,0.016977504,31.321455386607177
270,1.0805367,100.05689298202287,0.016971672,31.33876332482394
271,1.0804774,100.0514018462254,0.017001992,31.33116223731875
272,1.0804427,100.048188652091,0.017009243,31.305790939231468
273,1.0803565,100.04020659634494,0.017024346,31.27805041335743
274,1.0803546,100.0400306577612,0.017016673,31.301130146496774
275,1.0802795,100.03307645374117,0.01702405,31.285001635539448
276,1.0803242,100.03721564042154,0.017034378,31.33855556529673
277,1.0804303,100.047040421334,0.017009368,31.409034090828083
278,1.0804815,100.05178150316927,0.016970519,31.514410502278974
279,1.0803753,100.04194746233132,0.016936766,31.503010048171266
280,1.0803001,100.03498399838581,0.016964059,31.34623098230092
281,1.080274,100.03256715784087,0.017001323,31.284341187160937
282,1.0801617,100.02216826154992,0.016931826,31.320204113207563
283,1.0801622,100.02221456117721,0.016977632,31.38102976416817
284,1.0802788,100.03301163426295,0.017001061,31.364019798387183
285,1.0803787,100.04226229979693,0.016958095,31.482019236347377
286,1.0804796,100.05160556458554,0.016902614,31.697794166051608
287,1.0804931,100.05285565452256,0.016843323,31.90702966212533
288,1.0804921,100.05276305526796,0.016808841,31.9910454869015
289,1.0804945,100.05298529347897,0.016801378,32.087442156791205
290,1.0804992,100.05342050997558,0.016789639,32.10874326507093
291,1.0802017,100.02587223173369,0.016781194,31.939904634427638
292,1.0799431,100.00192606449556,0.016882811,31.582124933274024
293,1.0800202,100.00906546702481,0.016993599,31.271096816050477
294,1.0799611,100.00359285107827,0.016945764,31.302476360287454
295,1.0798849,99.99653678787816,0.016946718,31.27285513570124
296,1.0798502,99.99332359374374,0.016962249,31.271132418918942
297,1.0797974,99.98843435310114,0.016915353,31.373759414634087
298,1.0797426,99.98335991394937,0.016949339,31.338723221422185
299,1.0797074,99.98010042018764,0.016965091,31.358704348566285
300,1.0796536,99.97511858029046,0.016976653,31.34122399816178
301,1.0796152,99.97156276891404,0.016985018,31.344666482142877
302,1.0795829,99.96857181299062,0.017006036,31.38010742124209
303,1.0795734,99.96769212007196,0.017003097,31.393402403619948
304,1.0795425,99.964830803105,0.017013367,31.347889686895403
305,1.0795106,99.96187688688345,0.017001109,31.326819508021426
306,1.0796015,99.97029415912608,0.017036069,31.35827652260404
307,1.0795869,99.968942210009,0.017016109,31.395425972602737
308,1.0796043,99.97055343703893,0.017036997,31.36533297950095
309,1.0794106,99.95261696142398,0.017023843,31.38830347181821
310,1.0793735,99.94918152907853,0.017032394,31.394443791964274
311,1.0793947,99.95114463327593,0.017010877,31.393422353309504
312,1.0794339,99.95477452405603,0.016979977,31.4686908925319
313,1.0794876,99.95974710402777,0.016953319,31.569958131267086
314,1.0794756,99.95863591297264,0.016928691,31.655746904804175
315,1.0794482,99.95609869339674,0.016914438,31.65596685225221
316,1.0794613,99.95731174363193,0.016915852,31.663921543828167
317,1.0793372,99.94582017613676,0.016894991,31.696686618444808
318,1.0791411,99.92766146231075,0.016931618,31.452704318223077
319,1.0791093,99.92471680601466,0.017014757,31.285419403555537
320,1.0790737,99.92142027255109,0.016988199,31.359654402714973
321,1.0790309,99.91745702445445,0.017004374,31.396031359788267
322,1.0790122,99.91572541839352,0.017023588,31.37511646732309
323,1.0789998,99.91457718763657,0.017027758,31.34359742974449
324,1.0789577,99.91067875901811,0.017029319,31.332925433155047
325,1.0789431,99.90932680990105,0.017031232,31.352472301801768
326,1.0789583,99.91073431857089,0.01703383,31.375786453561727
327,1.0789254,99.90768780309472,0.01703728,31.39098902513465
328,1.078907,99.90598397681019,0.017019812,31.366417843636327
329,1.0792269,99.93560647835497,0.017032962,31.474543387791677
330,1.0796727,99.97688722605321,0.016913721,32.056374987387414
331,1.0798624,99.99445330464978,0.016710076,32.6595453020928
332,1.0797831,99.98711018376044,0.016607098,32.94748115085824
333,1.0797588,99.9848600218738,0.016612789,32.855719872858415
334,1.0796572,99.97545193760699,0.016630329,32.772067764813045
335,1.0796064,99.9707478954736,0.016646558,32.71454393682318
336,1.0798067,99.98929552616887,0.016648723,32.866223206492364
337,1.0800514,100.01195456376817,0.016589588,33.22180091608387
338,1.0802031,100.02600187069015,0.016461877,33.65465773107056
339,1.0803508,100.03967878059375,0.016366545,34.01820230741076
340,1.0804368,100.04764231648889,0.0162907,34.34025700543475
341,1.0804888,100.0524574777278,0.016228942,34.53566664438245
342,1.0804645,100.05020731584113,0.016195126,34.624913638376384
343,1.0804534,100.04917946411513,0.016197994,34.63967096181828
344,1.0801029,100.01672342537977,0.016203042,34.400861052727315
345,1.0797704,99.9859341732271,0.016306946,33.95562811668188
346,1.0795232,99.96304363749132,0.016439116,33.49067627362736
347,1.0793179,99.94403301052307,0.016536912,33.13081138065098
348,1.0792198,99.93494902364735,0.016597802,32.8801092576302
349,1.0791384,99.92741144432335,0.016641416,32.77797148484846
350,1.0790989,99.92375377376686,0.01666167,32.72005293521891
351,1.0790623,99.9203646410487,0.016671073,32.72563417231895
352,1.0790235,99.91677178997044,0.016670667,32.718956879604725
353,1.0790181,99.91627175399564,0.016668491,32.753152836512236
354,1.0789891,99.9135863756124,0.016656036,32.77155751858569
355,1.0789243,99.90758594391467,0.016661255,32.81180297438249
356,1.0789951,99.91414197113995,0.016664719,32.866799986631015
357,1.0790669,99.92079059761984,0.016644994,32.95153983049334
358,1.0789909,99.91375305427066,0.016589249,33.05478441509432
359,1.0788248,99.89837231808252,0.01660759,32.95871875043639
360,1.0787441,99.89089955823674,0.016643841,32.73701976254484
361,1.0786655,99.88362125682562,0.016660802,32.67125402072071
362,1.0786471,99.88191743054107,0.016684873,32.64804486334841
363,1.078869,99.9024652051356,0.016682176,32.86017250756895
364,1.0790184,99.91629953377202,0.016580658,33.17604322212153
365,1.0791409,99.92764294245985,0.016495081,33.520077252914774
366,1.0792208,99.93504162290195,0.016430877,33.7209635
367,1.0792735,99.93992160361907,0.01639081,33.92415508738733
368,1.0792698,99.93957898637707,0.016354144,34.09509102358081
369,1.0793127,99.94355149439919,0.016324628,34.175822354666685
370,1.0791715,99.93047647965044,0.016304474,34.16583997158087
371,1.0788926,99.90465054754402,0.016334146,33.887406985727004
372,1.0786905,99.88593623819047,0.016445529,33.477209035367
373,1.0784998,99.86827756033928,0.016539054,33.16322611329173
374,1.0783615,99.85547108342887,0.016591076,32.93158833604332
375,1.0782696,99.84696121193164,0.016633881,32.84930389507298
376,1.0782193,99.84230346942553,0.016657826,32.768419997363715
377,1.0781486,99.8357567021257,0.016671266,32.72351125246185
378,1.0781941,99.83996996820974,0.016670635,32.73697693202142
379,1.0781721,99.83793278460867,0.016664008,32.80969233393015
380,1.0781236,99.83344172076085,0.016649477,32.83278536608696
381,1.0781115,99.83232126978024,0.016643185,32.89036621604942
382,1.0781264,99.83370099867369,0.016626596,33.03910631467881
383,1.0782268,99.84299796383499,0.016605431,33.15004711142065
384,1.0781873,99.8393402932785,0.016555196,33.26987961844476
385,1.0781057,99.8317841941036,0.016537372,33.29412247042763
386,1.0779345,99.815931201717,0.016572375,33.14775317453247
387,1.0778304,99.80629161931373,0.016630847,32.93792153762461
388,1.0777211,99.79617052078655,0.016650399,32.778403993821705
389,1.0778693,99.80989373031744,0.016681692,32.796798348525435
390,1.0780573,99.82730239018122,0.01663783,33.029223579430635
391,1.0782228,99.84262756681662,0.016530938,33.45201701888485
392,1.0783082,99.85053554315898,0.016446112,33.73401770490287
393,1.0784098,99.85994362742578,0.016385393,33.96727141410491
394,1.0784452,99.86322164103844,0.016350705,34.121264698924854
395,1.0784394,99.86268456536177,0.016313983,34.21251828966145
396,1.078418,99.86070294131348,0.016316436,34.27328213454544
397,1.0781161,99.83274722635137,0.016303889,34.03029159355416
398,1.0778599,99.80902329732426,0.016410023,33.64829079760803
399,1.0776757,99.79196651462794,0.016507328,33.27375094746374
400,1.0775154,99.77712285411646,0.016587606,33.04679298119962
401,1.077435,99.76967787404705,0.016629945,32.886989335437306
402,1.0773478,99.7616032190464,0.01665413,32.7910796374216
403,1.0773003,99.75720475445317,0.016671697,32.769518605429816
404,1.0772712,99.75451011614447,0.016671447,32.76333341341791
405,1.0772387,99.75150064037015,0.016669987,32.790031440988095
406,1.0772605,99.7535193041203,0.016654814,32.82696756442834
407,1.0772508,99.75262109135075,0.01663837,32.9397063256022
408,1.0772288,99.75058390774967,0.016623927,33.069683762849444
409,1.0773697,99.76363114272203,0.01661586,33.219864079322676
410,1.0774386,99.77001123136358,0.016562317,33.368777231323115
411,1.0773662,99.76330704533095,0.01650345,33.499646058664226
412,1.0772254,99.75026907028405,0.016512815,33.40717144827585
413,1.0770916,99.73787929001928,0.016572705,33.16355300540538
414,1.0769926,99.72871196381445,0.016618118,32.938958087308635
415,1.0769438,99.72419312019022,0.016656637,32.834329458633086
416,1.0771328,99.74169437930858,0.016661864,33.033496960550444
417,1.0773152,99.75858448334661,0.016573098,33.365935913591414
418,1.0774344,99.76962231449428,0.016480913,33.6614538616353
419,1.0774941,99.77515048999359,0.016403809,33.92248129843898
420,1.0775131,99.77690987583088,0.016363259,34.09486497241994
421,1.0774316,99.76936303658142,0.016335843,34.177746583862124
422,1.0774074,99.76712213462025,0.016329601,34.185551208371244
423,1.0771635,99.74453717642463,0.016336681,34.0705828374205
424,1.0769451,99.72431349922121,0.016391926,33.7812209606088
425,1.076761,99.70726597645036,0.016506936,33.3372323467741
426,1.0765847,99.69094072786532,0.016598018,33.044067155296105
427,1.076472,99.68050479187254,0.016657282,32.86007503696864
428,1.0764322,99.67681934153966,0.016690984,32.72666236453651
429,1.0763853,99.6724764364992,0.016697375,32.74235222879856
430,1.0763484,99.66905952400465,0.016685756,32.75422789803214
431,1.0763351,99.66782795391855,0.016685719,32.81705279764065
432,1.0763147,99.6659389291248,0.016677771,32.81082903720506
433,1.0763103,99.6655314924046,0.016669285,32.83735150862851
434,1.0762957,99.66417954328752,0.016662549,32.90373957182317
435,1.0763397,99.66825391048965,0.016646538,33.05250326075265
436,1.0764672,99.68006031545048,0.016626064,33.167849294277936
437,1.0764256,99.67620818645935,0.016558725,33.35225355144398
438,1.0762469,99.65966069966329,0.016540766,33.3187136515014
439,1.0761455,99.65027113524741,0.016603786,33.05304914570132
440,1.0760616,99.64250205778694,0.01664729,32.90546470349909
441,1.0760143,99.63812211304462,0.016672906,32.84813026090827
442,1.0761213,99.64803023328624,0.01668936,32.8750683061041
443,1.076252,99.66013295586174,0.016641609,33.124091294225536
444,1.0763233,99.66673528271433,0.016575869,33.32621974176315
445,1.0763732,99.67135598551859,0.01651494,33.51887404200914
