cycle_number,capacity_ah,soh_pct,resistance_ohm,temperature_c
1,1.0946392,100.0,0.0,
2,1.0959352,100.11839517532353,0.016952254,30.339422656481478
3,1.0967276,100.19078432418644,0.016916323,30.332136226135248
4,1.0971971,100.23367516895065,0.016886387,30.310192302916334
5,1.097481,100.25961065527345,0.016881218,30.294388987929434
6,1.0977181,100.28127076026512,0.01685795,30.310344624538704
7,1.0979507,100.30251977089802,0.016842287,30.366972390423424
8,1.0980457,100.311198429583,0.01682787,30.359047806807702
9,1.0981392,100.31974005681508,0.016821709,30.355698581244116
10,1.0982361,100.32859228867375,0.016826145,30.382749458724174
11,1.0982825,100.33283112828411,0.016810786,30.42068048512999
12,1.0983301,100.33717959305679,0.016803795,30.42732843323994
13,1.098289,100.33342493124675,0.016811617,30.42265632344765
14,1.0983156,100.33585495567854,0.016816609,30.393751813247533
15,1.0983149,100.33579100766718,0.016817877,30.304307115633605
16,1.0982523,100.33007222836528,0.016811421,30.254217730733465
17,1.098269,100.3315978452078,0.016812546,30.255818666666634
18,1.0982422,100.32914954991563,0.016810954,30.296640572610233
19,1.098241,100.32903992475329,0.016814824,30.226482457328377
20,1.0983334,100.3374810622532,0.016811462,30.234566727793684
21,1.0982602,100.33079392735067,0.016808324,30.248138220898234
22,1.0981542,100.32111037134428,0.016800523,30.266903548983347
23,1.098121,100.31807740851961,0.016817858,30.23469660820894
24,1.0980847,100.31476124735894,0.016812425,30.322899861581888
25,1.0980194,100.30879581144181,0.016814314,30.383587264272442
26,1.0980414,100.31080560608463,0.016820099,30.382164645968427
27,1.0980428,100.31093350210736,0.016828066,30.341400477401205
28,1.0980171,100.30858569654733,0.016820693,30.240350079629593
29,1.0979885,100.30597296351162,0.016822981,30.31560769259611
30,1.0979977,100.30681342308955,0.016821504,30.349679936007558
31,1.0966856,100.18694744350466,0.016817799,30.353586772855763
32,1.0978621,100.2944257797455,0.01682815,30.38109733813641
33,1.0978693,100.29508353071952,0.016820231,30.34810131399633
34,1.0979022,100.2980890872536,0.016831607,30.328955078125006
35,1.0979098,100.2987833799484,0.01682556,30.364962303286386
36,1.0978897,100.29694715847926,0.016826058,30.37645542696632
37,1.0966337,100.18220615523362,0.01682839,30.393651565740765
38,1.0978591,100.29415171683966,0.016826177,30.4287271043644
39,1.0977814,100.28705348757836,0.016828364,30.422517096474998
40,1.0978096,100.28962967889328,0.016841017,30.432832230914187
41,1.0977393,100.2832074714664,0.016834907,30.45450206970265
42,1.0977112,100.28064041558167,0.016833724,30.463711265172723
43,1.097607,100.27112129731879,0.016842127,30.436501907063217
44,1.0976275,100.2729940605087,0.016852111,30.298495282220102
45,1.0975447,100.26542992430747,0.016863767,30.27231603638063
46,1.0975108,100.26233301347148,0.016874231,30.258480241509456
47,1.0974392,100.25579204545205,0.016851006,30.253847088372126
48,1.0974355,100.25545403453484,0.016869199,30.214056897341884
49,1.0973709,100.24955254662906,0.016870277,30.255883226345176
50,1.0973341,100.24619070831741,0.016858719,30.30087365536722
51,1.0975264,100.26375814058184,0.016863599,30.31283884573006
52,1.0976833,100.27809163055734,0.016839031,30.711846568965456
53,1.0978316,100.2916394735361,0.016773785,31.126722868347297
54,1.0978509,100.29340261156369,0.016713032,31.286520821198266
55,1.0978572,100.29397814366597,0.016690789,31.3283164215413
56,1.0973386,100.24660180267617,0.016684072,31.156177911259487
57,1.0971576,100.23006667402375,0.016777465,30.467430083491493
58,1.0971154,100.22621152248156,0.016872376,30.36936823988445
59,1.0970653,100.22163467195399,0.016868029,30.358627364312298
60,1.0969902,100.21477396387778,0.016871076,30.358752796226398
61,1.0970213,100.21761508266833,0.016871868,30.389653997191033
62,1.0969549,100.21154915701904,0.016865432,30.39100465192306
63,1.0969224,100.20858014220575,0.01687534,30.385997817679574
64,1.0968727,100.20403983339898,0.016877791,30.41552581601524
65,1.0968298,100.20012073384545,0.016873533,30.409554796401476
66,1.0967759,100.19519673697049,0.016880881,30.418714035348852
67,1.0967592,100.19367112012799,0.016875153,30.400565180112604
68,1.096697,100.18798888254688,0.016887845,30.40215158807083
69,1.0966444,100.18318364626444,0.016895702,30.39278700657282
70,1.0965778,100.17709944975476,0.016892459,30.401202842601315
71,1.0965809,100.1773826480908,0.016892051,30.289330827485337
72,1.0952907,100.05951732771858,0.016904937,30.303403015962434
73,1.0964795,100.16811932187338,0.016903508,30.290270854028456
74,1.0964137,100.16210820880525,0.01690127,30.269233354264276
75,1.0963832,100.15932190259585,0.016911063,30.277112414498145
76,1.0963277,100.15425173883779,0.016910534,30.242605727695164
77,1.0962874,100.15057016046931,0.016925668,30.229281198139525
78,1.0950392,100.03654172077887,0.016918505,30.241741008514584
79,1.0962231,100.1446960788541,0.016926439,30.249307948015115
80,1.0961469,100.13773488104573,0.016920436,30.253488071833694
81,1.0961052,100.13392540665453,0.016928906,30.25955591674551
82,1.0960256,100.12665360421953,0.016937096,30.219359447761196
83,1.0960238,100.12648916647603,0.016930502,30.28693355325169
84,1.0960195,100.12609634297766,0.016942419,30.28331863773588
85,1.0959488,100.11963759383,0.016938044,30.319717509416165
86,1.0958644,100.11192729074565,0.016936492,30.34183269795534
87,1.0958792,100.11327933441447,0.016931279,30.32430008325358
88,1.0958103,100.10698502301032,0.016937587,30.306558944081996
89,1.0957605,100.10243557877334,0.016940415,30.382122454967497
90,1.0957917,100.1052858329941,0.016955543,30.356463728652756
91,1.0956663,100.09383000352992,0.016954998,30.31657141603774
92,1.0956216,100.0897464662329,0.016955383,30.317141906133898
93,1.095592,100.08704237889525,0.016949475,30.332231889103237
94,1.0955549,100.08365313429302,0.01696128,30.338293980627302
95,1.0954814,100.0769385930999,0.016951052,30.349988798507436
96,1.0955694,100.08497777167125,0.016941689,30.364595393566717
97,1.0954791,100.07672847820541,0.016941514,30.409467504225407
