cycle_number,capacity_ah,soh_pct
1,2.4714613612746845,100.0
2,2.4700489456418198,99.94285099273668
3,2.4678626023223216,99.85438740784089
4,2.46456189456109,99.72083453046436
5,2.4624107364756935,99.63379460667258
6,2.4591572072368715,99.50215066152332
7,2.4564440835961916,99.39237254873579
8,2.4536906323763,99.28096270583737
9,2.4511228861059577,99.17706683634994
10,2.4486767893644195,99.07809313682681
11,2.446999495183646,99.01022664265234
12,2.444298706789824,98.9009476372776
13,2.4423716981629777,98.8229772244263
14,2.4399673226185423,98.72569164342919
15,2.437681347071941,98.63319675022873
16,2.435429006007486,98.54206277177587
17,2.433240615106608,98.45351633786564
18,2.43164102120551,98.38879374393147
19,2.4302175222534177,98.33119628461459
20,2.4287592830984153,98.27219317099721
21,2.4262081365375456,98.16896895714368
22,2.424315442390949,98.09238697304905
23,2.422623129730902,98.02391280280452
24,2.4206421277870005,97.94375771824839
25,2.4192546403176545,97.88761735161809
26,2.4176437162087683,97.82243631605233
27,2.415622570878907,97.74065695419256
28,2.4144624072444647,97.69371453977246
29,2.4130762207313357,97.63762681229068
30,2.4109658389765083,97.55223677593831
31,2.4097361792377403,97.50248241772597
32,2.407821826437987,97.42502408356995
33,2.40618810299425,97.35892054380453
34,2.404377773699544,97.2856711973623
35,2.4041171926407867,97.2751275949884
36,2.4025624977799476,97.21222170112335
37,2.401105011126574,97.15324903514481
38,2.3996915577994775,97.09605804081069
39,2.39844332873752,97.0455523326691
40,2.396978021084527,96.98626321425708
41,2.39594509267795,96.94446897774739
42,2.3948260852010095,96.8991918192826
43,2.3936109968275296,96.85002704606303
44,2.3916085971883145,96.76900617029331
45,2.3903210082826067,96.71690788844748
46,2.389278415629882,96.67472261826437
47,2.3881952453428816,96.63089550026963
48,2.38738452666097,96.59809228939955
49,2.3856994473651794,96.52991079475049
50,2.4185234118203396,97.85803046392594
51,2.3837988947658966,96.45301084280051
52,2.3821985265033634,96.38825691673841
53,2.3806352488433156,96.32500374658804
54,2.3812429808666993,96.34959373342362
55,2.3794181751746972,96.27575864457314
56,2.3779061947588436,96.21458105792159
57,2.3765225330476873,96.15859548870182
58,2.375493233863388,96.116948097388
59,2.374928568097873,96.09410065278044
60,2.373205332967123,96.02437530089952
61,2.3720149131220163,95.976208662984
62,2.3707000139873577,95.9230053576335
63,2.3693646833648008,95.86897535564844
64,2.3681780149319143,95.82096050696497
65,2.3671766358574753,95.78044281609067
66,2.3655737811439335,95.7155882835191
67,2.3649313971592885,95.68959621280698
68,2.3641775961241325,95.65909599755105
69,2.36329395122016,95.62334205383911
70,2.362016015205892,95.57163434623374
71,2.3609674242352976,95.5292063727673
72,2.3597758491034644,95.4809929897663
73,2.3594442970331486,95.46757776606462
74,2.357352330506183,95.38293284465315
75,2.3566977769165045,95.3564483687097
76,2.3557520257280826,95.31818148729126
77,2.3543348391183803,95.26083943728358
78,2.353537617947592,95.22858236123619
79,2.3527079975952145,95.1950143530376
80,2.3512476113115772,95.13592436253563
81,2.3500033805265303,95.08558043223825
82,2.349448479006891,95.06312806748214
83,2.348037865119356,95.00605196224183
84,2.3471031743956168,94.96823260813883
85,2.3457738565239796,94.91444589342558
86,2.345581269462619,94.90665345675721
87,2.3441338630558275,94.84808865661624
88,2.343558693634168,94.82481621421954
89,2.3426941708558497,94.78983598786988
90,2.34141058554796,94.73789969916223
91,2.3402643644072816,94.69152142440387
92,2.339223698649632,94.64941412003911
93,2.338492803711749,94.61984072879233
94,2.3372722838042543,94.57045618543594
95,2.3365575477069775,94.54153661143508
96,2.335366674682887,94.49335163704096
97,2.3343527511490874,94.45232637362044
98,2.333467560654839,94.41650989240335
99,2.335943091349014,94.51667454530725
100,2.37062187118503,95.91984355208996
101,2.338106947202147,94.60422824479205
102,2.333661268143446,94.42434766367673
103,2.3313015043790695,94.32886715965788
104,2.3289130496421993,94.23222576463974
105,2.327210593079699,94.1633411529207
106,2.325638408250597,94.09972758186768
107,2.323707652546386,94.02160555518081
108,2.322758254216852,93.98319110353653
109,2.322205307676866,93.96081784095391
110,2.320324018859321,93.8846973380392
111,2.319603093990886,93.85552735465482
112,2.318620228070204,93.81575874098834
113,2.3175150424801987,93.77104084220494
114,2.316669995247938,93.73684863327537
115,2.315033570173339,93.67063578041672
116,2.3141566770144326,93.63515502507714
117,2.312901934464248,93.58438576888543
118,2.3126205707240133,93.57300125992067
119,2.3120446076123042,93.54969670332378
120,2.3106880082752834,93.49480612893416
121,2.3093026507883034,93.43875194541799
122,2.3091680365394436,93.43330519836506
123,2.3071686268147786,93.3524053001917
124,2.3063828700664604,93.32061209635569
125,2.305432536939019,93.28215982102046
126,2.304415047236601,93.2409902636743
127,2.303863043552517,93.21865515082433
128,2.3026326544802522,93.16887128239962
129,2.301764155966256,93.13373019026663
130,2.300747372626409,93.0925892136858
131,2.2999937589632182,93.06209657985389
132,2.2987784502853725,93.0129228927031
133,2.2984645083417434,93.00022020802639
134,2.2974770262320963,92.96026481462555
135,2.296530852078452,92.9219808192344
136,2.294887628884548,92.85549290161403
137,2.2943831647656263,92.83508132946379
138,2.2937228100146476,92.80836212756464
139,2.292675950639107,92.76600421770839
140,2.2916472617209185,92.7243815189154
141,2.2910596087179926,92.70060396721527
142,2.2901530835839847,92.66392424613153
143,2.2896422342274305,92.64325431519275
144,2.288336903169487,92.59043815231855
145,2.2873146134643556,92.54907437778623
