cycle_number,capacity_ah,soh_pct
1,2.4861086405319535,100.0
2,2.4842292138732915,99.92440287491782
3,2.4822582925638836,99.84512551441654
4,2.4792308354942505,99.7233505838976
5,2.4766841411161296,99.62091361325999
6,2.4742582145330134,99.52333434646667
7,2.4720392124534754,99.43407830820026
8,2.469891782319878,99.34770114436327
9,2.4675535695538993,99.25365003461458
10,2.465828094017741,99.18424536307178
11,2.463355802821449,99.08480114909072
12,2.460167347026233,98.95655028574414
13,2.457993144388429,98.86909623798626
14,2.4564050298674855,98.80521670774162
15,2.4538125104199224,98.7009364922556
16,2.452079411249594,98.63122517143586
17,2.4503636185514317,98.56220997756263
18,2.4490159337801116,98.50800137423178
19,2.4473990921507434,98.44296633903627
20,2.4455812797353773,98.36984755469477
21,2.4444366694363073,98.3238073181416
22,2.4424772852383083,98.24499402068328
23,2.4407927218910057,98.17723498071864
24,2.4384926620762815,98.08471851634434
25,2.4380200195787225,98.0657071791142
26,2.436001055721977,97.98449737903428
27,2.433981134854058,97.90324908461193
28,2.4330166493021665,97.86445409648603
29,2.4313750155761733,97.79842183630122
30,2.4301939721261934,97.75091613076908
31,2.4281957257455793,97.67053966016616
32,2.4272013725558814,97.63054329100164
33,2.42584632388889,97.5760384859863
34,2.4244676276095913,97.5205824911508
35,2.4231126361420374,97.46607998689724
36,2.4218278835355656,97.41440273572945
37,2.419395968357749,97.3165825866753
38,2.4187186621907544,97.28933895958868
39,2.4177890514251046,97.25194675755479
40,2.416273675659858,97.19099303491609
41,2.4143716377366804,97.11448640555291
42,2.41337838454712,97.07453428224797
43,2.412835617804091,97.05270230217356
44,2.411133342538929,96.98423082681609
45,2.409750705050728,96.92861630274986
46,2.40811794826728,96.86294110429601
47,2.407151310037704,96.82405952793138
48,2.407417291170926,96.83475822101686
49,2.405239154035099,96.74714591396332
50,2.4216079246118167,97.40555521715514
51,2.402531698685572,96.63824257380406
52,2.401048596803929,96.5785870198406
53,2.400080365422091,96.53964136131013
54,2.3986952851820207,96.48392858120516
55,2.3974846107895256,96.43523101534835
56,2.396255221492649,96.38578067046666
57,2.395301547704807,96.34742056937156
58,2.394324353281793,96.30811438592156
59,2.393127384516735,96.25996810842011
60,2.39189300965807,96.21031722677557
61,2.391161274921194,96.18088429190917
62,2.3899793686526145,96.13334388078994
63,2.388460155124511,96.07223578988291
64,2.3876896737169035,96.04124432816455
65,2.386795328109402,96.00527061434848
66,2.38578344751031,95.96456923136807
67,2.384675468987087,95.92000245318472
68,2.383431297776149,95.86995752792869
69,2.3822063708150236,95.8206866738254
70,2.3814029967693413,95.78837215495908
71,2.3804229696180554,95.74895202925305
72,2.37933133407186,95.70504262286597
73,2.378325942462158,95.66460224977403
74,2.3773594449051925,95.62572633175468
75,2.3766638628538694,95.5977475845679
76,2.3750263880828175,95.53188261212239
77,2.374483362323134,95.51004021349063
78,2.373420765661621,95.46729885278783
79,2.3724531437410485,95.42837770892481
80,2.371744754428303,95.39988380881135
81,2.370565926743297,95.35246722910975
82,2.369244812261283,95.29932737590802
83,2.368503828535564,95.26952241430506
84,2.367298480733101,95.22103910256187
85,2.366269062235921,95.17963228387354
86,2.3656729548434785,95.15565475599227
87,2.364690736497397,95.11614649275437
88,2.363323469433591,95.06115022101005
89,2.361874031228161,95.00284873804993
90,2.360866356322975,94.96231652281372
91,2.359824704836019,94.92041765041638
92,2.35906448714708,94.88983903142343
93,2.3581540735175266,94.85321900546356
94,2.3572402377925603,94.81646133083632
95,2.3563461485989046,94.78049793088353
96,2.3551996976228837,94.73438365585427
97,2.354247308928628,94.69607524572574
98,2.3532957323727763,94.65779950264928
99,2.352112825969375,94.6102188626034
100,2.37179193972263,95.40178176667038
101,2.3529520901828365,94.64397700976473
102,2.349979012821453,94.52438942163957
103,2.347626939556478,94.42978079405876
104,2.3458621961501738,94.35879663119746
105,2.344273864643148,94.29490837301233
106,2.342339679966224,94.2171086885822
107,2.3416169421514232,94.18803764144381
108,2.3404829269293885,94.14242357601053
109,2.3395420541331675,94.10457837564874
110,2.3375669800865353,94.02513397750653
111,2.3363739749381525,93.97714713055491
112,2.3354616972047277,93.94045212380615
113,2.3351602013787174,93.92832490534533
114,2.3337255101312957,93.87061659670462
115,2.332852090842829,93.83548461275885
116,2.331536478848739,93.78256608890027
117,2.331052182814264,93.76308600558534
118,2.330487456847331,93.74037074858786
119,2.32952702541314,93.70173883128014
120,2.3283260800279404,93.65343260018386
121,2.3280150027777786,93.64091998327365
122,2.326027950408938,93.56099377504424
123,2.3254616167538797,93.53821385119758
124,2.3245990545130715,93.50351857574802
125,2.323734101845433,93.46872714895608
126,2.3228817185967334,93.43444130823283
127,2.321829492014839,93.39211706846552
128,2.320533382542045,93.33998300434368
129,2.320644306508653,93.34444475492045
130,2.319529194417859,93.2995910396558
131,2.318145023730879,93.24391484496289
132,2.3173727978007017,93.21285321243454
133,2.3164196318127446,93.17451353682998
134,2.3154013087436236,93.13355301513278
135,2.3148733723289663,93.1123175628259
136,2.3131672055646435,93.04368955773768
137,2.3125220819208434,93.01774042449055
138,2.3116667667286506,92.98333665072748
139,2.310949844505343,92.9544995270548
140,2.3092519831405984,92.8862055942369
141,2.30826435506402,92.84647973268456
142,2.3073852135900883,92.81111758239078
143,2.306527282983942,92.77660860751499
144,2.3054841328465434,92.73464945414607
145,2.3040689389093703,92.67772539563548
146,2.303020206966824,92.6355417225068
147,2.3027626504368763,92.62518189648195
148,2.3019554924301486,92.59271517344465
149,2.301036547555203,92.55575199090453
150,2.3231626318419076,93.44574062317807
151,2.299006773824463,92.47410737981843
152,2.2977634974544303,92.42409844819883
153,2.2968119669585465,92.38582455781565
154,2.2951798592066774,92.32017546568588
155,2.294566213245715,92.29549247512956
156,2.2941310706469724,92.2779895152167
157,2.2929272189394796,92.22956638165503
158,2.2923039536199283,92.20449646679332
159,2.2911597790349667,92.15847375618816
160,2.2899218140816218,92.10867846835714
161,2.290064386628011,92.11441323569855
162,2.288694800548229,92.05932368500663
163,2.288156090800238,92.03765489148698
164,2.286701907492676,91.97916254389389
165,2.2855900044814716,91.93443790905386
